Title,Year,Runtime,IMDB_Rating,Metascore,Votes,Description,Decade,Rating_Category,Runtime_Category
Dallas Buyers Club,2013,117,7.9,79.0,34709,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",2010,Good,Standard (90–120 min)
In Bruges,2008,107,7.9,67.0,34709,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",2000,Good,Standard (90–120 min)
The Man from Earth,2007,87,7.9,78.69,34709,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,2000,Good,Short (<90 min)
Letters from Iwo Jima,2006,141,7.9,89.0,34709,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",2000,Good,Long (120–180 min)
Life of Pi,2012,127,7.9,79.0,34709,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",2010,Good,Long (120–180 min)
Fantastic Mr. Fox,2009,87,7.9,83.0,34709,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,2000,Good,Short (<90 min)
3-Iron,2004,88,7.9,72.0,34709,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,2000,Good,Short (<90 min)
C.R.A.Z.Y.,2005,129,7.9,81.0,34709,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",2000,Good,Long (120–180 min)
The Return,2003,110,7.9,82.0,34709,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",2000,Good,Standard (90–120 min)
Iron Man,2008,126,7.9,79.0,34709,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2000,Good,Long (120–180 min)
Shaun of the Dead,2004,99,7.9,76.0,34709,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",2000,Good,Standard (90–120 min)
Kal Ho Naa Ho,2003,186,7.9,54.0,34709,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",2000,Good,Epic (>180 min)
Head-On,2004,121,7.9,78.0,34709,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",2000,Good,Long (120–180 min)
Mystic River,2003,138,7.9,84.0,34709,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,2000,Good,Long (120–180 min)
Harry Potter and the Prisoner of Azkaban,2004,142,7.9,82.0,34709,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",2000,Good,Long (120–180 min)
Hero,2002,120,7.9,85.0,34709,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",2000,Good,Standard (90–120 min)
Talk to Her,2002,112,7.9,86.0,34709,Two men share an odd friendship while they care for two women who are both in deep comas.,2000,Good,Standard (90–120 min)
No Man's Land,2001,98,7.9,84.0,34709,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",2000,Good,Standard (90–120 min)
The Bourne Identity,2002,119,7.9,68.0,34709,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",2000,Good,Standard (90–120 min)
Nine Queens,2000,114,7.9,80.0,34709,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",2000,Good,Standard (90–120 min)
Children of Men,2006,109,7.9,84.0,34709,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",2000,Good,Standard (90–120 min)
"Crouching Tiger, Hidden Dragon",2000,120,7.9,94.0,34709,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,2000,Good,Standard (90–120 min)
Almost Famous,2000,122,7.9,90.0,34709,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,2000,Good,Long (120–180 min)
Dancer in the Dark,2000,140,7.9,61.0,34709,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,2000,Good,Long (120–180 min)
Mulholland Drive,2001,147,7.9,85.0,34709,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",2000,Good,Long (120–180 min)
Shrek,2001,90,7.9,84.0,34709,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",2000,Good,Short (<90 min)
Toy Story 2,1999,92,7.9,88.0,34709,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",1990,Good,Standard (90–120 min)
Titanic,1997,194,7.9,75.0,34709,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",1990,Good,Epic (>180 min)
Knockin' on Heaven's Door,1997,87,7.9,78.69,34709,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",1990,Good,Short (<90 min)
Boogie Nights,1997,155,7.9,85.0,34709,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",1990,Good,Long (120–180 min)
Whisper of the Heart,1995,111,7.9,75.0,34709,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",1990,Good,Standard (90–120 min)
Ghost in the Shell,1995,83,7.9,76.0,34709,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,1990,Good,Short (<90 min)
Once Were Warriors,1994,102,7.9,77.0,34709,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,1990,Good,Standard (90–120 min)
True Romance,1993,119,7.9,59.0,34709,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",1990,Good,Standard (90–120 min)
Three Colors: Blue,1993,94,7.9,85.0,34709,A woman struggles to find a way to live her life after the death of her husband and child.,1990,Good,Standard (90–120 min)
The Nightmare Before Christmas,1993,76,7.9,82.0,34709,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",1990,Good,Short (<90 min)
Carlito's Way,1993,144,7.9,65.0,34709,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",1990,Good,Long (120–180 min)
"Blood In, Blood Out",1993,180,7.9,47.0,34709,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",1990,Good,Long (120–180 min)
Edward Scissorhands,1990,105,7.9,74.0,34709,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",1990,Good,Standard (90–120 min)
My Left Foot,1989,103,7.9,97.0,34709,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",1980,Good,Standard (90–120 min)
Do the Right Thing,1989,120,7.9,93.0,34709,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",1980,Good,Standard (90–120 min)
The Untouchables,1987,119,7.9,79.0,34709,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",1980,Good,Standard (90–120 min)
The Sacrifice,1986,149,7.9,78.69,34709,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",1980,Good,Long (120–180 min)
Hannah and Her Sisters,1986,107,7.9,90.0,34709,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",1980,Good,Standard (90–120 min)
Brazil,1985,132,7.9,84.0,34709,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,1980,Good,Long (120–180 min)
This Is Spinal Tap,1984,82,7.9,92.0,34709,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",1980,Good,Short (<90 min)
A Christmas Story,1983,93,7.9,77.0,34709,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.",1980,Good,Standard (90–120 min)
E.T. the Extra-Terrestrial,1982,115,7.9,91.0,34709,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,1980,Good,Standard (90–120 min)
Kagemusha,1980,162,7.9,84.0,34709,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,1980,Good,Long (120–180 min)
The Blues Brothers,1980,133,7.9,60.0,34709,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",1980,Good,Long (120–180 min)
Manhattan,1979,96,7.9,83.0,34709,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,1970,Good,Standard (90–120 min)
All the President's Men,1976,138,7.9,84.0,34709,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",1970,Good,Long (120–180 min)
I Remember,1973,123,7.9,78.69,34709,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,1970,Good,Long (120–180 min)
Harold and Maude,1971,91,7.9,62.0,34709,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",1970,Good,Standard (90–120 min)
Patton,1970,172,7.9,91.0,34709,The World War II phase of the career of controversial American general George S. Patton.,1970,Good,Long (120–180 min)
The Conformist,1970,113,7.9,100.0,34709,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",1970,Good,Standard (90–120 min)
Le Cercle Rouge,1970,140,7.9,91.0,34709,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",1970,Good,Long (120–180 min)
The Wild Bunch,1969,135,7.9,97.0,34709,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",1960,Good,Long (120–180 min)
The Lion in Winter,1968,134,7.9,78.69,34709,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",1960,Good,Long (120–180 min)
In the Heat of the Night,1967,110,7.9,75.0,34709,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",1960,Good,Standard (90–120 min)
In Cold Blood,1967,134,7.9,89.0,34709,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",1960,Good,Long (120–180 min)
Doctor Zhivago,1965,197,7.9,69.0,34709,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",1960,Good,Epic (>180 min)
A Fistful of Dollars,1964,99,7.9,65.0,34709,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",1960,Good,Standard (90–120 min)
Charade,1963,113,7.9,83.0,34709,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,1960,Good,Standard (90–120 min)
Vivre Sa Vie,1962,85,7.9,78.69,34709,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,1960,Good,Short (<90 min)
The Manchurian Candidate,1962,126,7.9,94.0,34709,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,1960,Good,Long (120–180 min)
Spartacus,1960,197,7.9,87.0,34709,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",1960,Good,Epic (>180 min)
Hiroshima Mon Amour,1959,90,7.9,78.69,34709,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,1950,Good,Short (<90 min)
Cat on a Hot Tin Roof,1958,108,7.9,84.0,34709,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,1950,Good,Standard (90–120 min)
Elevator to the Gallows,1958,91,7.9,94.0,34709,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",1950,Good,Standard (90–120 min)
The Ten Commandments,1956,220,7.9,78.69,34709,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",1950,Good,Epic (>180 min)
The Searchers,1956,119,7.9,94.0,34709,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,1950,Good,Standard (90–120 min)
The Big Heat,1953,89,7.9,78.69,34709,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,1950,Good,Short (<90 min)
A Streetcar Named Desire,1951,122,7.9,97.0,34709,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,1950,Good,Long (120–180 min)
Strangers on a Train,1951,101,7.9,88.0,34709,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,1950,Good,Standard (90–120 min)
In a Lonely Place,1950,94,7.9,78.69,34709,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",1950,Good,Standard (90–120 min)
Harvey,1950,104,7.9,78.69,34709,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",1950,Good,Standard (90–120 min)
Rope,1948,80,7.9,73.0,34709,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,1940,Good,Short (<90 min)
Miracle on 34th Street,1947,96,7.9,88.0,34709,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",1940,Good,Standard (90–120 min)
Notorious,1946,102,7.9,100.0,34709,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,1940,Good,Standard (90–120 min)
The Big Sleep,1946,114,7.9,86.0,34709,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",1940,Good,Standard (90–120 min)
Beauty and the Beast,1946,93,7.9,92.0,34709,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",1940,Good,Standard (90–120 min)
The Lost Weekend,1945,101,7.9,78.69,34709,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,1940,Good,Standard (90–120 min)
Laura,1944,88,7.9,78.69,34709,A police detective falls in love with the woman whose murder he is investigating.,1940,Good,Short (<90 min)
Arsenic and Old Lace,1943,118,7.9,78.69,34709,A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,1940,Good,Standard (90–120 min)
Sullivan's Travels,1941,90,7.9,78.69,34709,Hollywood director John L Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,1940,Good,Short (<90 min)
The Philadelphia Story,1940,112,7.9,96.0,34709,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",1940,Good,Standard (90–120 min)
The Rules of the Game,1939,110,7.9,78.69,34709,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",1930,Good,Standard (90–120 min)
The Adventures of Robin Hood,1938,102,7.9,97.0,34709,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",1930,Good,Standard (90–120 min)
The Thin Man,1934,91,7.9,86.0,34709,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",1930,Good,Standard (90–120 min)
King Kong,1933,100,7.9,90.0,34709,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,1930,Good,Standard (90–120 min)
Freaks,1932,64,7.9,80.0,34709,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",1930,Good,Short (<90 min)
Nosferatu,1922,94,7.9,78.69,34709,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,1920,Good,Standard (90–120 min)
The Gentlemen,2019,113,7.8,51.0,34709,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",2010,Good,Standard (90–120 min)
Dragon Ball Super: Broly,2018,100,7.8,59.0,34709,"Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.",2010,Good,Standard (90–120 min)
Hindi Medium,2017,132,7.8,78.69,34709,A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,2010,Good,Long (120–180 min)
Call Me by Your Name,2017,132,7.8,93.0,34709,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",2010,Good,Long (120–180 min)
"I, Daniel Blake",2016,100,7.8,78.0,34709,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",2010,Good,Standard (90–120 min)
Isle of Dogs,2018,101,7.8,82.0,34709,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",2010,Good,Standard (90–120 min)
Dunkirk,2017,106,7.8,94.0,34709,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",2010,Good,Standard (90–120 min)
Hidden Figures,2016,127,7.8,74.0,34709,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,2010,Good,Long (120–180 min)
Hunt for the Wilderpeople,2016,101,7.8,81.0,34709,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,2010,Good,Standard (90–120 min)
Paddington 2,2017,103,7.8,88.0,34709,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",2010,Good,Standard (90–120 min)
Manchester by the Sea,2016,137,7.8,96.0,34709,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,2010,Good,Long (120–180 min)
Land of Mine,2015,100,7.8,75.0,34709,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",2010,Good,Standard (90–120 min)
Rogue One: A Star Wars Story,2016,133,7.8,65.0,34709,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",2010,Good,Long (120–180 min)
Elvis,2022,159,7.8,64.0,34709,"Elvis in Baz Luhrmann's biopic of Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.",2020,Good,Long (120–180 min)
Captain Fantastic,2016,118,7.8,72.0,34709,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",2010,Good,Standard (90–120 min)
Captain America: Civil War,2016,147,7.8,75.0,34709,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,2010,Good,Long (120–180 min)
The Hateful Eight,2015,168,7.8,68.0,34709,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",2010,Good,Long (120–180 min)
Little Women,2019,135,7.8,91.0,34709,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",2010,Good,Long (120–180 min)
Loving Vincent,2017,94,7.8,62.0,34709,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.",2010,Good,Standard (90–120 min)
Pride,2014,119,7.8,79.0,34709,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,2010,Good,Standard (90–120 min)
Nightcrawler,2014,117,7.8,76.0,34709,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",2010,Good,Standard (90–120 min)
Star Wars: Episode VII - The Force Awakens,2015,138,7.8,80.0,34709,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",2010,Good,Long (120–180 min)
The Lunchbox,2013,104,7.8,76.0,34709,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,2010,Good,Standard (90–120 min)
Vicky Donor,2012,126,7.8,78.69,34709,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",2010,Good,Long (120–180 min)
Big Hero 6,2014,102,7.8,74.0,34709,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",2010,Good,Standard (90–120 min)
About Time,2013,123,7.8,55.0,34709,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",2010,Good,Long (120–180 min)
English Vinglish,2012,134,7.8,78.69,34709,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",2010,Good,Long (120–180 min)
The Best Offer,2013,131,7.8,49.0,34709,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,2010,Good,Long (120–180 min)
Captain America: The Winter Soldier,2014,136,7.8,70.0,34709,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",2010,Good,Long (120–180 min)
Once Upon a Time in Anatolia,2011,157,7.8,82.0,34709,A group of men set out in search of a dead body in the Anatolian steppes.,2010,Good,Long (120–180 min)
Moonrise Kingdom,2012,94,7.8,84.0,34709,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",2010,Good,Standard (90–120 min)
How to Train Your Dragon 2,2014,102,7.8,77.0,34709,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2010,Good,Standard (90–120 min)
The Big Short,2015,130,7.8,81.0,34709,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.",2010,Good,Long (120–180 min)
I Saw the Devil,2010,144,7.8,67.0,34709,A secret agent exacts revenge on a serial killer through a series of captures and releases.,2010,Good,Long (120–180 min)
The Girl with the Dragon Tattoo,2011,158,7.8,71.0,34709,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,2010,Good,Long (120–180 min)
Captain Phillips,2013,134,7.8,82.0,34709,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2010,Good,Long (120–180 min)
Straight Outta Compton,2015,147,7.8,72.0,34709,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",2010,Good,Long (120–180 min)
The Irishman,2019,209,7.8,94.0,34709,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,2010,Good,Epic (>180 min)
The Social Network,2010,120,7.8,95.0,34709,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",2010,Good,Standard (90–120 min)
A Prophet,2009,155,7.8,90.0,34709,A young Algerian man is sent to a French prison.,2000,Good,Long (120–180 min)
Mother,2009,129,7.8,79.0,34709,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,2000,Good,Long (120–180 min)
The Chaser,2008,125,7.8,64.0,34709,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,2000,Good,Long (120–180 min)
Moon,2009,97,7.8,67.0,34709,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",2000,Good,Standard (90–120 min)
The Hobbit: The Desolation of Smaug,2013,161,7.8,66.0,34709,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",2010,Good,Long (120–180 min)
The White Ribbon,2009,144,7.8,82.0,34709,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",2000,Good,Long (120–180 min)
The Girl with the Dragon Tattoo,2009,152,7.8,76.0,34709,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,2000,Good,Long (120–180 min)
Skyfall,2012,143,7.8,81.0,34709,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",2010,Good,Long (120–180 min)
The Fighter,2010,116,7.8,79.0,34709,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",2010,Good,Standard (90–120 min)
Taken,2008,90,7.8,51.0,34709,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",2000,Good,Short (<90 min)
Once,2007,86,7.8,88.0,34709,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",2000,Good,Short (<90 min)
The Hobbit: An Unexpected Journey,2012,169,7.8,58.0,34709,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",2010,Good,Long (120–180 min)
Changeling,2008,141,7.8,63.0,34709,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,2000,Good,Long (120–180 min)
Atonement,2007,123,7.8,85.0,34709,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,2000,Good,Long (120–180 min)
Drive,2011,100,7.8,78.0,34709,"An action drama about a mysterious Hollywood stuntman and mechanic who moonlights as a getaway driver, and finds himself in trouble when he helps out his neighbor.",2010,Good,Standard (90–120 min)
American Gangster,2007,157,7.8,76.0,34709,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",2000,Good,Long (120–180 min)
